train_id,priority,release_delay_min,track_id,from_station,to_station,from_name,to_name,start_min,end_min,duration_min,start_time,end_time
TRN0041,3,9,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,241,252,11,2025-09-24T14:34:49.592971,2025-09-24T14:45:49.592971
TRN0041,3,9,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,263,274,11,2025-09-24T14:56:49.592971,2025-09-24T15:07:49.592971
TRN0041,3,9,TRK0166,STN074,STN006,Jalandhar City Jn,Amritsar Jn,274,285,11,2025-09-24T15:07:49.592971,2025-09-24T15:18:49.592971
TRN0042,3,21,TRK0166,STN006,STN074,Amritsar Jn,Jalandhar City Jn,56,65,9,2025-09-24T11:29:49.592971,2025-09-24T11:38:49.592971
TRN0042,3,21,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,65,74,9,2025-09-24T11:38:49.592971,2025-09-24T11:47:49.592971
TRN0042,3,21,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,114,123,9,2025-09-24T12:27:49.592971,2025-09-24T12:36:49.592971
TRN0042,3,21,TRK0207,STN004,STN123,Ambala Cantt Jn,Saharanpur Jn,123,132,9,2025-09-24T12:36:49.592971,2025-09-24T12:45:49.592971
TRN0042,3,21,TRK0210,STN123,STN063,Saharanpur Jn,Haridwar Jn,132,141,9,2025-09-24T12:45:49.592971,2025-09-24T12:54:49.592971
TRN0042,3,21,TRK0156,STN063,STN041,Haridwar Jn,Dehradun,141,150,9,2025-09-24T12:54:49.592971,2025-09-24T13:03:49.592971
TRN0043,2,7,TRK0184,STN021,STN102,Barnala,New Delhi,33,45,12,2025-09-24T11:06:49.592971,2025-09-24T11:18:49.592971
TRN0043,2,7,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,561,573,12,2025-09-24T19:54:49.592971,2025-09-24T20:06:49.592971
TRN0043,2,7,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,573,585,12,2025-09-24T20:06:49.592971,2025-09-24T20:18:49.592971
TRN0043,2,7,TRK0132,STN004,STN037,Ambala Cantt Jn,Chandigarh Jn,585,597,12,2025-09-24T20:18:49.592971,2025-09-24T20:30:49.592971
TRN0044,2,16,TRK0132,STN037,STN004,Chandigarh Jn,Ambala Cantt Jn,36,46,10,2025-09-24T11:09:49.592971,2025-09-24T11:19:49.592971
TRN0044,2,16,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,86,96,10,2025-09-24T11:59:49.592971,2025-09-24T12:09:49.592971
TRN0044,2,16,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,299,309,10,2025-09-24T15:32:49.592971,2025-09-24T15:42:49.592971
TRN0044,2,16,TRK0184,STN102,STN021,New Delhi,Barnala,309,319,10,2025-09-24T15:42:49.592971,2025-09-24T15:52:49.592971
TRN0045,3,25,TRK0184,STN021,STN102,Barnala,New Delhi,28,37,9,2025-09-24T11:01:49.592971,2025-09-24T11:10:49.592971
TRN0045,3,25,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,480,489,9,2025-09-24T18:33:49.592971,2025-09-24T18:42:49.592971
TRN0045,3,25,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,633,642,9,2025-09-24T21:06:49.592971,2025-09-24T21:15:49.592971
TRN0045,3,25,TRK0132,STN004,STN037,Ambala Cantt Jn,Chandigarh Jn,642,651,9,2025-09-24T21:15:49.592971,2025-09-24T21:24:49.592971
TRN0046,3,10,TRK0132,STN037,STN004,Chandigarh Jn,Ambala Cantt Jn,10,20,10,2025-09-24T10:43:49.592971,2025-09-24T10:53:49.592971
TRN0046,3,10,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,25,35,10,2025-09-24T10:58:49.592971,2025-09-24T11:08:49.592971
TRN0046,3,10,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,422,432,10,2025-09-24T17:35:49.592971,2025-09-24T17:45:49.592971
TRN0046,3,10,TRK0184,STN102,STN021,New Delhi,Barnala,432,442,10,2025-09-24T17:45:49.592971,2025-09-24T17:55:49.592971
TRN0047,2,8,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,378,387,9,2025-09-24T16:51:49.592971,2025-09-24T17:00:49.592971
TRN0047,2,8,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,465,474,9,2025-09-24T18:18:49.592971,2025-09-24T18:27:49.592971
TRN0047,2,8,TRK0132,STN004,STN037,Ambala Cantt Jn,Chandigarh Jn,474,483,9,2025-09-24T18:27:49.592971,2025-09-24T18:36:49.592971
TRN0048,2,24,TRK0132,STN037,STN004,Chandigarh Jn,Ambala Cantt Jn,65,74,9,2025-09-24T11:38:49.592971,2025-09-24T11:47:49.592971
TRN0048,2,24,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,476,485,9,2025-09-24T18:29:49.592971,2025-09-24T18:38:49.592971
TRN0048,2,24,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,488,497,9,2025-09-24T18:41:49.592971,2025-09-24T18:50:49.592971
TRN0049,2,6,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,29,39,10,2025-09-24T11:02:49.592971,2025-09-24T11:12:49.592971
TRN0049,2,6,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,45,55,10,2025-09-24T11:18:49.592971,2025-09-24T11:28:49.592971
TRN0049,2,6,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,231,241,10,2025-09-24T14:24:49.592971,2025-09-24T14:34:49.592971
TRN0049,2,6,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,279,289,10,2025-09-24T15:12:49.592971,2025-09-24T15:22:49.592971
TRN0049,2,6,TRK0166,STN074,STN006,Jalandhar City Jn,Amritsar Jn,289,299,10,2025-09-24T15:22:49.592971,2025-09-24T15:32:49.592971
TRN0050,2,19,TRK0166,STN006,STN074,Amritsar Jn,Jalandhar City Jn,144,153,9,2025-09-24T12:57:49.592971,2025-09-24T13:06:49.592971
TRN0050,2,19,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,220,229,9,2025-09-24T14:13:49.592971,2025-09-24T14:22:49.592971
TRN0050,2,19,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,421,430,9,2025-09-24T17:34:49.592971,2025-09-24T17:43:49.592971
TRN0050,2,19,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,438,447,9,2025-09-24T17:51:49.592971,2025-09-24T18:00:49.592971
TRN0050,2,19,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,453,462,9,2025-09-24T18:06:49.592971,2025-09-24T18:15:49.592971
TRN0051,1,9,TRK0190,STN102,STN064,New Delhi,Hazrat Nizamuddin,9,21,12,2025-09-24T10:42:49.592971,2025-09-24T10:54:49.592971
TRN0052,1,26,TRK0190,STN064,STN102,Hazrat Nizamuddin,New Delhi,48,57,9,2025-09-24T11:21:49.592971,2025-09-24T11:30:49.592971
TRN0053,1,12,TRK0184,STN102,STN021,New Delhi,Barnala,12,21,9,2025-09-24T10:45:49.592971,2025-09-24T10:54:49.592971
TRN0054,1,10,TRK0184,STN021,STN102,Barnala,New Delhi,10,22,12,2025-09-24T10:43:49.592971,2025-09-24T10:55:49.592971
TRN0055,1,24,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,187,197,10,2025-09-24T13:40:49.592971,2025-09-24T13:50:49.592971
TRN0055,1,24,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,203,213,10,2025-09-24T13:56:49.592971,2025-09-24T14:06:49.592971
TRN0055,1,24,TRK0130,STN004,STN036,Ambala Cantt Jn,Chandi Mandir,213,223,10,2025-09-24T14:06:49.592971,2025-09-24T14:16:49.592971
TRN0055,1,24,TRK0044,STN036,STN080,Chandi Mandir,Kalka,223,239,16,2025-09-24T14:16:49.592971,2025-09-24T14:32:49.592971
TRN0056,1,19,TRK0044,STN080,STN036,Kalka,Chandi Mandir,19,40,21,2025-09-24T10:52:49.592971,2025-09-24T11:13:49.592971
TRN0056,1,19,TRK0130,STN036,STN004,Chandi Mandir,Ambala Cantt Jn,40,53,13,2025-09-24T11:13:49.592971,2025-09-24T11:26:49.592971
TRN0056,1,19,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,296,309,13,2025-09-24T15:29:49.592971,2025-09-24T15:42:49.592971
TRN0056,1,19,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,309,322,13,2025-09-24T15:42:49.592971,2025-09-24T15:55:49.592971
TRN0057,1,18,TRK0200,STN096,STN119,Meerut City,Rohtak Jn,18,28,10,2025-09-24T10:51:49.592971,2025-09-24T11:01:49.592971
TRN0057,1,18,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,106,116,10,2025-09-24T12:19:49.592971,2025-09-24T12:29:49.592971
TRN0058,1,15,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,97,106,9,2025-09-24T12:10:49.592971,2025-09-24T12:19:49.592971
TRN0058,1,15,TRK0200,STN119,STN096,Rohtak Jn,Meerut City,106,115,9,2025-09-24T12:19:49.592971,2025-09-24T12:28:49.592971
TRN0059,1,6,TRK0183,STN097,STN096,Moradabad,Meerut City,6,17,11,2025-09-24T10:39:49.592971,2025-09-24T10:50:49.592971
TRN0059,1,6,TRK0191,STN096,STN102,Meerut City,New Delhi,17,28,11,2025-09-24T10:50:49.592971,2025-09-24T11:01:49.592971
TRN0060,1,12,TRK0191,STN102,STN096,New Delhi,Meerut City,12,23,11,2025-09-24T10:45:49.592971,2025-09-24T10:56:49.592971
TRN0060,1,12,TRK0183,STN096,STN097,Meerut City,Moradabad,23,34,11,2025-09-24T10:56:49.592971,2025-09-24T11:07:49.592971
TRN0061,1,21,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,98,107,9,2025-09-24T12:11:49.592971,2025-09-24T12:20:49.592971
TRN0062,1,20,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,89,98,9,2025-09-24T12:02:49.592971,2025-09-24T12:11:49.592971
TRN0063,1,12,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,266,277,11,2025-09-24T14:59:49.592971,2025-09-24T15:10:49.592971
TRN0063,1,12,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,283,294,11,2025-09-24T15:16:49.592971,2025-09-24T15:27:49.592971
TRN0063,1,12,TRK0132,STN004,STN037,Ambala Cantt Jn,Chandigarh Jn,294,305,11,2025-09-24T15:27:49.592971,2025-09-24T15:38:49.592971
TRN0063,1,12,TRK0131,STN037,STN003,Chandigarh Jn,Amb Andaura,305,316,11,2025-09-24T15:38:49.592971,2025-09-24T15:49:49.592971
TRN0064,1,19,TRK0131,STN003,STN037,Amb Andaura,Chandigarh Jn,20,28,8,2025-09-24T10:53:49.592971,2025-09-24T11:01:49.592971
TRN0064,1,19,TRK0132,STN037,STN004,Chandigarh Jn,Ambala Cantt Jn,80,88,8,2025-09-24T11:53:49.592971,2025-09-24T12:01:49.592971
TRN0064,1,19,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,134,142,8,2025-09-24T12:47:49.592971,2025-09-24T12:55:49.592971
TRN0064,1,19,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,143,151,8,2025-09-24T12:56:49.592971,2025-09-24T13:04:49.592971
TRN0065,1,12,TRK0145,STN009,STN053,Anand Vihar Terminal,Ghaziabad Jn,12,21,9,2025-09-24T10:45:49.592971,2025-09-24T10:54:49.592971
TRN0065,1,12,TRK0157,STN053,STN063,Ghaziabad Jn,Haridwar Jn,21,30,9,2025-09-24T10:54:49.592971,2025-09-24T11:03:49.592971
TRN0065,1,12,TRK0156,STN063,STN041,Haridwar Jn,Dehradun,30,39,9,2025-09-24T11:03:49.592971,2025-09-24T11:12:49.592971
TRN0066,1,9,TRK0156,STN041,STN063,Dehradun,Haridwar Jn,9,18,9,2025-09-24T10:42:49.592971,2025-09-24T10:51:49.592971
TRN0066,1,9,TRK0157,STN063,STN053,Haridwar Jn,Ghaziabad Jn,18,27,9,2025-09-24T10:51:49.592971,2025-09-24T11:00:49.592971
TRN0066,1,9,TRK0145,STN053,STN009,Ghaziabad Jn,Anand Vihar Terminal,27,36,9,2025-09-24T11:00:49.592971,2025-09-24T11:09:49.592971
TRN0067,1,22,TRK0190,STN102,STN064,New Delhi,Hazrat Nizamuddin,29,38,9,2025-09-24T11:02:49.592971,2025-09-24T11:11:49.592971
TRN0067,1,22,TRK0159,STN064,STN041,Hazrat Nizamuddin,Dehradun,38,47,9,2025-09-24T11:11:49.592971,2025-09-24T11:20:49.592971
TRN0068,1,21,TRK0159,STN041,STN064,Dehradun,Hazrat Nizamuddin,21,31,10,2025-09-24T10:54:49.592971,2025-09-24T11:04:49.592971
TRN0068,1,21,TRK0190,STN064,STN102,Hazrat Nizamuddin,New Delhi,43,53,10,2025-09-24T11:16:49.592971,2025-09-24T11:26:49.592971
TRN0069,1,12,TRK0190,STN102,STN064,New Delhi,Hazrat Nizamuddin,20,33,13,2025-09-24T10:53:49.592971,2025-09-24T11:06:49.592971
TRN0070,1,9,TRK0190,STN064,STN102,Hazrat Nizamuddin,New Delhi,9,20,11,2025-09-24T10:42:49.592971,2025-09-24T10:53:49.592971
TRN0071,2,21,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,398,408,10,2025-09-24T17:11:49.592971,2025-09-24T17:21:49.592971
TRN0071,2,21,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,520,530,10,2025-09-24T19:13:49.592971,2025-09-24T19:23:49.592971
TRN0071,2,21,TRK0132,STN004,STN037,Ambala Cantt Jn,Chandigarh Jn,530,540,10,2025-09-24T19:23:49.592971,2025-09-24T19:33:49.592971
TRN0072,2,26,TRK0132,STN037,STN004,Chandigarh Jn,Ambala Cantt Jn,62,72,10,2025-09-24T11:35:49.592971,2025-09-24T11:45:49.592971
TRN0072,2,26,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,530,540,10,2025-09-24T19:23:49.592971,2025-09-24T19:33:49.592971
TRN0072,2,26,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,540,550,10,2025-09-24T19:33:49.592971,2025-09-24T19:43:49.592971
TRN0073,2,9,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,125,135,10,2025-09-24T12:38:49.592971,2025-09-24T12:48:49.592971
TRN0073,2,9,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,332,342,10,2025-09-24T16:05:49.592971,2025-09-24T16:15:49.592971
TRN0073,2,9,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,343,353,10,2025-09-24T16:16:49.592971,2025-09-24T16:26:49.592971
TRN0073,2,9,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,356,366,10,2025-09-24T16:29:49.592971,2025-09-24T16:39:49.592971
TRN0073,2,9,TRK0166,STN074,STN006,Jalandhar City Jn,Amritsar Jn,366,376,10,2025-09-24T16:39:49.592971,2025-09-24T16:49:49.592971
TRN0074,2,20,TRK0166,STN006,STN074,Amritsar Jn,Jalandhar City Jn,117,127,10,2025-09-24T12:30:49.592971,2025-09-24T12:40:49.592971
TRN0074,2,20,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,141,151,10,2025-09-24T12:54:49.592971,2025-09-24T13:04:49.592971
TRN0074,2,20,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,295,305,10,2025-09-24T15:28:49.592971,2025-09-24T15:38:49.592971
TRN0074,2,20,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,602,612,10,2025-09-24T20:35:49.592971,2025-09-24T20:45:49.592971
TRN0074,2,20,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,614,624,10,2025-09-24T20:47:49.592971,2025-09-24T20:57:49.592971
TRN0075,2,20,TRK0156,STN041,STN063,Dehradun,Haridwar Jn,20,30,10,2025-09-24T10:53:49.592971,2025-09-24T11:03:49.592971
TRN0075,2,20,TRK0157,STN063,STN053,Haridwar Jn,Ghaziabad Jn,66,76,10,2025-09-24T11:39:49.592971,2025-09-24T11:49:49.592971
TRN0075,2,20,TRK0188,STN053,STN102,Ghaziabad Jn,New Delhi,81,91,10,2025-09-24T11:54:49.592971,2025-09-24T12:04:49.592971
TRN0076,2,12,TRK0188,STN102,STN053,New Delhi,Ghaziabad Jn,100,110,10,2025-09-24T12:13:49.592971,2025-09-24T12:23:49.592971
TRN0076,2,12,TRK0157,STN053,STN063,Ghaziabad Jn,Haridwar Jn,110,120,10,2025-09-24T12:23:49.592971,2025-09-24T12:33:49.592971
TRN0076,2,12,TRK0156,STN063,STN041,Haridwar Jn,Dehradun,120,130,10,2025-09-24T12:33:49.592971,2025-09-24T12:43:49.592971
TRN0077,3,24,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,542,552,10,2025-09-24T19:35:49.592971,2025-09-24T19:45:49.592971
TRN0077,3,24,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,552,562,10,2025-09-24T19:45:49.592971,2025-09-24T19:55:49.592971
TRN0077,3,24,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,562,572,10,2025-09-24T19:55:49.592971,2025-09-24T20:05:49.592971
TRN0077,3,24,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,572,582,10,2025-09-24T20:05:49.592971,2025-09-24T20:15:49.592971
TRN0078,3,22,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,91,101,10,2025-09-24T12:04:49.592971,2025-09-24T12:14:49.592971
TRN0078,3,22,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,444,454,10,2025-09-24T17:57:49.592971,2025-09-24T18:07:49.592971
TRN0078,3,22,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,642,652,10,2025-09-24T21:15:49.592971,2025-09-24T21:25:49.592971
TRN0078,3,22,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,653,663,10,2025-09-24T21:26:49.592971,2025-09-24T21:36:49.592971
TRN0079,3,10,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,153,165,12,2025-09-24T13:06:49.592971,2025-09-24T13:18:49.592971
TRN0079,3,10,TRK0202,STN119,STN117,Rohtak Jn,Rewari Jn,165,177,12,2025-09-24T13:18:49.592971,2025-09-24T13:30:49.592971
TRN0080,3,21,TRK0202,STN117,STN119,Rewari Jn,Rohtak Jn,46,54,8,2025-09-24T11:19:49.592971,2025-09-24T11:27:49.592971
TRN0080,3,21,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,393,401,8,2025-09-24T17:06:49.592971,2025-09-24T17:14:49.592971
TRN0081,3,21,TRK0166,STN006,STN074,Amritsar Jn,Jalandhar City Jn,224,233,9,2025-09-24T14:17:49.592971,2025-09-24T14:26:49.592971
TRN0081,3,21,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,431,440,9,2025-09-24T17:44:49.592971,2025-09-24T17:53:49.592971
TRN0081,3,21,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,450,459,9,2025-09-24T18:03:49.592971,2025-09-24T18:12:49.592971
TRN0081,3,21,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,620,629,9,2025-09-24T20:53:49.592971,2025-09-24T21:02:49.592971
TRN0081,3,21,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,631,640,9,2025-09-24T21:04:49.592971,2025-09-24T21:13:49.592971
TRN0082,3,10,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,322,332,10,2025-09-24T15:55:49.592971,2025-09-24T16:05:49.592971
TRN0082,3,10,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,373,383,10,2025-09-24T16:46:49.592971,2025-09-24T16:56:49.592971
TRN0082,3,10,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,440,450,10,2025-09-24T17:53:49.592971,2025-09-24T18:03:49.592971
TRN0082,3,10,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,450,460,10,2025-09-24T18:03:49.592971,2025-09-24T18:13:49.592971
TRN0082,3,10,TRK0166,STN074,STN006,Jalandhar City Jn,Amritsar Jn,460,470,10,2025-09-24T18:13:49.592971,2025-09-24T18:23:49.592971
TRN0083,4,22,TRK0168,STN075,STN006,Jammu Tawi,Amritsar Jn,29,39,10,2025-09-24T11:02:49.592971,2025-09-24T11:12:49.592971
TRN0083,4,22,TRK0166,STN006,STN074,Amritsar Jn,Jalandhar City Jn,266,276,10,2025-09-24T14:59:49.592971,2025-09-24T15:09:49.592971
TRN0083,4,22,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,471,481,10,2025-09-24T18:24:49.592971,2025-09-24T18:34:49.592971
TRN0083,4,22,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,484,494,10,2025-09-24T18:37:49.592971,2025-09-24T18:47:49.592971
TRN0083,4,22,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,704,714,10,2025-09-24T22:17:49.592971,2025-09-24T22:27:49.592971
TRN0083,4,22,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,719,729,10,2025-09-24T22:32:49.592971,2025-09-24T22:42:49.592971
TRN0084,4,8,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,49,59,10,2025-09-24T11:22:49.592971,2025-09-24T11:32:49.592971
TRN0084,4,8,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,61,71,10,2025-09-24T11:34:49.592971,2025-09-24T11:44:49.592971
TRN0084,4,8,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,111,121,10,2025-09-24T12:24:49.592971,2025-09-24T12:34:49.592971
TRN0084,4,8,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,296,306,10,2025-09-24T15:29:49.592971,2025-09-24T15:39:49.592971
TRN0084,4,8,TRK0166,STN074,STN006,Jalandhar City Jn,Amritsar Jn,306,316,10,2025-09-24T15:39:49.592971,2025-09-24T15:49:49.592971
TRN0084,4,8,TRK0168,STN006,STN075,Amritsar Jn,Jammu Tawi,316,326,10,2025-09-24T15:49:49.592971,2025-09-24T15:59:49.592971
TRN0085,3,24,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,408,418,10,2025-09-24T17:21:49.592971,2025-09-24T17:31:49.592971
TRN0086,3,22,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,607,617,10,2025-09-24T20:40:49.592971,2025-09-24T20:50:49.592971
TRN0087,2,17,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,92,104,12,2025-09-24T12:05:49.592971,2025-09-24T12:17:49.592971
TRN0087,2,17,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,108,120,12,2025-09-24T12:21:49.592971,2025-09-24T12:33:49.592971
TRN0087,2,17,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,215,227,12,2025-09-24T14:08:49.592971,2025-09-24T14:20:49.592971
TRN0087,2,17,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,391,403,12,2025-09-24T17:04:49.592971,2025-09-24T17:16:49.592971
TRN0087,2,17,TRK0166,STN074,STN006,Jalandhar City Jn,Amritsar Jn,403,415,12,2025-09-24T17:16:49.592971,2025-09-24T17:28:49.592971
TRN0088,2,12,TRK0166,STN006,STN074,Amritsar Jn,Jalandhar City Jn,22,34,12,2025-09-24T10:55:49.592971,2025-09-24T11:07:49.592971
TRN0088,2,12,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,42,54,12,2025-09-24T11:15:49.592971,2025-09-24T11:27:49.592971
TRN0088,2,12,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,191,203,12,2025-09-24T13:44:49.592971,2025-09-24T13:56:49.592971
TRN0088,2,12,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,581,593,12,2025-09-24T20:14:49.592971,2025-09-24T20:26:49.592971
TRN0088,2,12,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,595,607,12,2025-09-24T20:28:49.592971,2025-09-24T20:40:49.592971
TRN0089,2,24,TRK0196,STN009,STN119,Anand Vihar Terminal,Rohtak Jn,32,41,9,2025-09-24T11:05:49.592971,2025-09-24T11:14:49.592971
TRN0089,2,24,TRK0200,STN119,STN096,Rohtak Jn,Meerut City,41,50,9,2025-09-24T11:14:49.592971,2025-09-24T11:23:49.592971
TRN0090,2,11,TRK0200,STN096,STN119,Meerut City,Rohtak Jn,11,21,10,2025-09-24T10:44:49.592971,2025-09-24T10:54:49.592971
TRN0090,2,11,TRK0196,STN119,STN009,Rohtak Jn,Anand Vihar Terminal,22,32,10,2025-09-24T10:55:49.592971,2025-09-24T11:05:49.592971
TRN0091,1,24,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,277,286,9,2025-09-24T15:10:49.592971,2025-09-24T15:19:49.592971
TRN0091,1,24,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,287,296,9,2025-09-24T15:20:49.592971,2025-09-24T15:29:49.592971
TRN0091,1,24,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,298,307,9,2025-09-24T15:31:49.592971,2025-09-24T15:40:49.592971
TRN0091,1,24,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,315,324,9,2025-09-24T15:48:49.592971,2025-09-24T15:57:49.592971
TRN0091,1,24,TRK0166,STN074,STN006,Jalandhar City Jn,Amritsar Jn,324,333,9,2025-09-24T15:57:49.592971,2025-09-24T16:06:49.592971
TRN0092,1,26,TRK0166,STN006,STN074,Amritsar Jn,Jalandhar City Jn,162,171,9,2025-09-24T13:15:49.592971,2025-09-24T13:24:49.592971
TRN0092,1,26,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,184,193,9,2025-09-24T13:37:49.592971,2025-09-24T13:46:49.592971
TRN0092,1,26,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,197,206,9,2025-09-24T13:50:49.592971,2025-09-24T13:59:49.592971
TRN0092,1,26,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,216,225,9,2025-09-24T14:09:49.592971,2025-09-24T14:18:49.592971
TRN0092,1,26,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,227,236,9,2025-09-24T14:20:49.592971,2025-09-24T14:29:49.592971
TRN0093,5,10,TRK0188,STN102,STN053,New Delhi,Ghaziabad Jn,62,71,9,2025-09-24T11:35:49.592971,2025-09-24T11:44:49.592971
TRN0093,5,10,TRK0209,STN053,STN123,Ghaziabad Jn,Saharanpur Jn,74,83,9,2025-09-24T11:47:49.592971,2025-09-24T11:56:49.592971
TRN0093,5,10,TRK0210,STN123,STN063,Saharanpur Jn,Haridwar Jn,86,95,9,2025-09-24T11:59:49.592971,2025-09-24T12:08:49.592971
TRN0094,5,20,TRK0210,STN063,STN123,Haridwar Jn,Saharanpur Jn,37,47,10,2025-09-24T11:10:49.592971,2025-09-24T11:20:49.592971
TRN0094,5,20,TRK0209,STN123,STN053,Saharanpur Jn,Ghaziabad Jn,90,100,10,2025-09-24T12:03:49.592971,2025-09-24T12:13:49.592971
TRN0094,5,20,TRK0188,STN053,STN102,Ghaziabad Jn,New Delhi,102,112,10,2025-09-24T12:15:49.592971,2025-09-24T12:25:49.592971
TRN0095,5,10,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,401,412,11,2025-09-24T17:14:49.592971,2025-09-24T17:25:49.592971
